Carrier Code,Date,Flight_Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),month,org_clouds,org_pres,org_snow,org_temp,org_solar_rad,org_wind_spd,dest_clouds,dest_pres,dest_snow,dest_temp,dest_solar_rad,dest_wind_spd
UA,2022-11-27,1998,N802UA,ORD,20:54,20:42,114,105,-12,20:35,7,0,0,0,0,0,November,97,980.8,0,5.7,22.5,4.3,95,987.2,0,3.7,30.5,3.1
UA,2021-11-28,2000,N877UA,ORD,20:51,20:38,111,103,-13,20:32,6,0,0,0,0,0,November,28,995.3,0,1.2,79.6,4.4,95,994.1,0,0.3,19.8,2.2
UA,2021-11-28,2634,N853UA,ORD,2:49,2:34,104,93,-15,2:29,5,0,0,0,0,0,November,28,995.3,0,1.2,79.6,4.4,95,994.1,0,0.3,19.8,2.2
UA,2022-11-28,411,N489UA,ORD,2:58,2:43,105,98,-15,2:37,6,0,0,0,0,0,November,86,990.6,0,4.8,66.7,3,96,993.7,0,5.7,19.1,4.8
UA,2022-11-28,604,N881UA,DEN,14:57,14:52,194,188,-5,14:48,4,0,0,0,0,0,November,36,811.8,0,5.5,112.7,4.6,96,993.7,0,5.7,19.1,4.8
UA,2022-11-28,1998,N892UA,ORD,21:07,20:56,114,112,-11,20:51,5,0,0,0,0,0,November,86,990.6,0,4.8,66.7,3,96,993.7,0,5.7,19.1,4.8
UA,2021-11-29,2000,N816UA,ORD,20:51,20:36,111,102,-15,20:32,4,0,0,0,0,0,November,68,993.3,0,1.9,29,4.4,77,998.7,0,0.3,44,2.8
UA,2021-11-29,2634,N877UA,ORD,2:49,2:45,104,95,-4,2:41,4,0,0,0,0,0,November,68,993.3,0,1.9,29,4.4,77,998.7,0,0.3,44,2.8
UA,2022-11-29,604,N845UA,DEN,14:57,15:10,194,207,13,15:04,6,0,0,0,0,0,November,64,818.7,100,-7.1,49,3.2,89,1006.6,0,3.1,25.4,3.4
UA,2022-11-29,1998,N830UA,ORD,21:10,20:49,114,94,-21,20:45,4,0,0,0,0,0,November,87,983.8,0,9.2,52.9,5.5,89,1006.6,0,3.1,25.4,3.4
UA,2021-11-30,2000,N4901U,ORD,20:51,20:44,111,109,-7,20:38,6,0,0,0,0,0,November,35,993.9,0,5.8,99.1,4.2,91,996.8,0,0.9,18.5,3.3
UA,2022-11-30,308,N438UA,EWR,23:16,22:57,77,66,-19,22:51,6,0,0,0,0,0,November,85,1012.7,0,8.2,16,5.8,75,993,0,5.7,19.3,8.6
UA,2022-11-30,604,N877UA,DEN,14:57,15:09,194,177,12,15:04,5,0,0,0,0,0,November,20,824.6,0,-6.7,111.8,2.2,75,993,0,5.7,19.3,8.6
UA,2022-11-30,1998,N814UA,ORD,21:04,20:40,114,97,-24,20:36,4,0,0,0,0,0,November,40,994.1,0,-2.8,93.8,6.3,75,993,0,5.7,19.3,8.6
UA,2021-12-01,2000,N877UA,ORD,20:51,21:03,111,109,12,20:59,4,0,0,0,0,0,December,97,990.7,0,6.4,38.3,3.2,89,1001.7,0,3.8,32.9,5
UA,2022-12-01,308,N435UA,EWR,23:16,23:33,77,58,17,23:27,6,0,0,0,0,17,December,21,1022.5,0,5.6,77.2,6.6,65,1007.2,0,1.4,41.6,8.9
UA,2022-12-01,604,N818UA,DEN,14:57,14:40,194,184,-17,14:35,5,0,0,0,0,0,December,28,817.2,0,6.6,104.1,3.5,65,1007.2,0,1.4,41.6,8.9
UA,2022-12-01,1998,N837UA,ORD,21:04,21:17,114,108,13,21:11,6,0,0,0,0,0,December,25,1006.1,0,-2.4,98.3,5.1,65,1007.2,0,1.4,41.6,8.9
UA,2021-12-02,2000,N873UA,ORD,20:51,20:46,111,108,-5,20:41,5,0,0,0,0,0,December,62,988.1,0,10.1,71.5,3.3,90,988,0,7.3,40.4,6.4
UA,2022-12-02,604,N818UA,DEN,14:57,14:37,194,176,-20,14:32,5,0,0,0,0,0,December,15,819.1,0,6,96.2,9.5,69,1012.2,0,1.4,61.4,4.5
UA,2022-12-02,1998,N850UA,ORD,21:04,20:46,114,103,-18,20:41,5,0,0,0,0,0,December,96,990.5,0,6.6,42.5,7.4,69,1012.2,0,1.4,61.4,4.5
UA,2021-12-03,2000,N821UA,ORD,20:51,21:55,111,107,64,21:50,5,0,0,64,0,0,December,55,995.5,0,5.9,69.2,2,70,999.9,0,2.7,57,5.9
UA,2022-12-03,358,N838UA,EWR,23:17,22:55,78,64,-22,22:50,5,0,0,0,0,0,December,79,1019.2,0,10.3,13.2,5.3,88,1000.1,0,7.6,37.9,7.1
UA,2022-12-03,604,N840UA,DEN,14:57,14:38,194,180,-19,14:32,6,0,0,0,0,0,December,54,830.4,0,1.1,81.7,2.6,88,1000.1,0,7.6,37.9,7.1
UA,2022-12-03,1998,N851UA,ORD,22:39,22:34,112,111,-5,22:29,5,0,0,0,0,0,December,18,1000.3,0.2,-0.4,96.7,6.3,88,1000.1,0,7.6,37.9,7.1
UA,2021-12-04,2000,N852UA,ORD,20:51,20:56,111,99,5,20:51,5,0,0,0,0,0,December,47,1002.9,0,3.5,90.9,3.3,66,1002.6,0,2.7,71.8,4.8
UA,2022-12-04,308,N896UA,EWR,23:16,22:59,77,62,-17,22:53,6,0,0,0,0,0,December,16,1021.2,0,7.3,96.3,3.8,50,1005.8,0,2.4,47.1,4.7
UA,2022-12-04,604,N840UA,DEN,14:57,14:37,194,181,-20,14:32,5,0,0,0,0,0,December,28,824.8,0,6.2,105.4,2.5,50,1005.8,0,2.4,47.1,4.7
UA,2022-12-04,1998,N807UA,ORD,21:04,20:58,114,110,-6,20:54,4,0,0,0,0,0,December,0,999,0,-1.2,96,4.1,50,1005.8,0,2.4,47.1,4.7
UA,2021-12-05,2000,N893UA,ORD,20:51,21:10,111,125,19,21:05,5,0,0,19,0,0,December,100,990.2,2,3.4,21.2,4.5,96,1008.1,0,3.1,23.3,4.3
UA,2022-12-05,308,N894UA,EWR,23:16,22:47,77,55,-29,22:44,3,0,0,0,0,0,December,34,1023.9,0,4.1,53.8,2.1,49,1004.2,0,2.3,33.1,3.7
UA,2022-12-05,604,N840UA,DEN,14:57,14:24,194,167,-33,14:20,4,0,0,0,0,0,December,6,818.1,0,9.1,108.1,4.8,49,1004.2,0,2.3,33.1,3.7
UA,2022-12-05,1998,N452UA,ORD,21:04,20:36,114,95,-28,20:32,4,0,0,0,0,0,December,83,990.6,0,2.3,41.8,3.2,49,1004.2,0,2.3,33.1,3.7
UA,2021-12-06,2000,N845UA,ORD,20:51,20:46,111,105,-5,20:40,6,0,0,0,0,0,December,44,992.9,0,-1.3,89.2,6.5,85,990.2,0,9.6,18.8,8.7
UA,2022-12-06,604,N875UA,DEN,14:57,14:42,194,174,-15,14:38,4,0,0,0,0,0,December,5,821.4,0,4.3,107.3,5.2,100,1006.2,0,5.4,17.2,3.3
UA,2022-12-06,1998,N463UA,ORD,21:04,20:36,114,94,-28,20:33,3,0,0,0,0,0,December,91,993.8,0,4.6,22.2,2,100,1006.2,0,5.4,17.2,3.3
UA,2021-12-07,2000,N847UA,ORD,20:51,20:45,111,105,-6,20:41,4,0,0,0,0,0,December,77,1000.9,0,-7.1,26,3.5,72,1003.9,0,1.3,28.5,5.6
UA,2022-12-07,308,N802UA,EWR,23:16,23:41,77,52,25,23:37,4,0,0,0,0,25,December,96,1019.9,0,14.2,10,3.3,100,1004.8,0,8.6,8.8,3
UA,2022-12-07,604,N820UA,DEN,14:57,14:29,194,169,-28,14:24,5,0,0,0,0,0,December,21,826.5,0,3.5,105.4,3.2,100,1004.8,0,8.6,8.8,3
UA,2022-12-07,1998,N840UA,ORD,21:04,20:59,114,108,-5,20:54,5,0,0,0,0,0,December,87,1001.2,0,4.6,21.4,2,100,1004.8,0,8.6,8.8,3
UA,2021-12-08,2000,N811UA,ORD,20:51,21:00,111,108,9,20:54,6,0,0,0,0,0,December,62,993.8,0,-1.9,71.6,3.2,90,1000.9,53,-0.6,26.7,2.6
UA,2022-12-08,308,N839UA,EWR,23:16,23:04,77,71,-12,23:00,4,0,0,0,0,0,December,89,1021.7,0,11.8,25.4,5.3,72,1010.6,0,6.1,71.9,3.3
UA,2022-12-08,604,N823UA,DEN,14:57,15:45,194,174,48,15:40,5,48,0,0,0,0,December,0,826,0,3.2,106.3,8.5,72,1010.6,0,6.1,71.9,3.3
UA,2022-12-08,1998,N822UA,ORD,21:04,20:54,114,106,-10,20:51,3,0,0,0,0,0,December,70,1004.7,0,3.2,41.8,4.6,72,1010.6,0,6.1,71.9,3.3
UA,2021-12-09,2000,N824UA,ORD,20:51,20:44,111,107,-7,20:39,5,0,0,0,0,0,December,80,987.5,0,3.4,29.4,3.6,88,1005,5,-1.2,20.9,4
UA,2022-12-09,604,N823UA,DEN,14:57,14:53,194,191,-4,14:47,6,0,0,0,0,0,December,2,824.3,0,1.9,105.8,3.5,41,1013.7,0,0.9,31.5,2.3
UA,2022-12-09,1998,N840UA,ORD,21:04,20:51,114,98,-13,20:47,4,0,0,0,0,0,December,88,999.2,48.2,2.5,10.5,7,41,1013.7,0,0.9,31.5,2.3
UA,2021-12-10,1995,N37413,EWR,23:13,23:06,73,64,-7,23:01,5,0,0,0,0,0,December,79,1020.3,0,6.4,65,2.5,91,1001.6,0,3.2,26.2,3.3
UA,2021-12-10,2000,N824UA,ORD,20:51,20:33,111,95,-18,20:28,5,0,0,0,0,0,December,66,984.7,0,6,53.3,3.3,91,1001.6,0,3.2,26.2,3.3
UA,2022-12-10,358,N850UA,EWR,23:17,0:39,78,57,82,0:35,4,82,0,0,0,0,December,44,1027.2,0,2.2,86.7,4,36,1013.3,0,-2.9,82.5,2.5
UA,2022-12-10,604,N830UA,DEN,14:57,14:38,194,185,-19,14:26,12,0,0,0,0,0,December,5,825.6,0,2.9,104.8,2.9,36,1013.3,0,-2.9,82.5,2.5
UA,2022-12-10,1998,N425UA,ORD,22:39,22:25,112,106,-14,22:20,5,0,0,0,0,0,December,100,999,0,3.1,18.5,2.9,36,1013.3,0,-2.9,82.5,2.5
UA,2021-12-11,2000,N878UA,ORD,20:51,20:34,111,98,-17,20:29,5,0,0,0,0,0,December,59,981.9,0,5.7,46.3,5.9,98,986.3,0,9.3,18.4,8
UA,2022-12-11,308,N816UA,EWR,23:16,2:18,77,72,182,2:14,4,10,0,0,0,172,December,100,1022.1,3.6,3.7,18.6,4.5,98,1005.5,81,-1.1,12.7,3.5
UA,2022-12-11,604,N890UA,DEN,14:57,14:45,194,183,-12,14:41,4,0,0,0,0,0,December,36,820,0,7.2,104.6,2.8,98,1005.5,81,-1.1,12.7,3.5
UA,2022-12-11,1998,N894UA,ORD,21:04,20:46,114,104,-18,20:40,6,0,0,0,0,0,December,91,999.9,0,3.5,33.4,2.5,98,1005.5,81,-1.1,12.7,3.5
UA,2021-12-12,2000,N895UA,ORD,20:51,20:28,111,93,-23,20:23,5,0,0,0,0,0,December,24,997.3,0,4.3,91.3,4.5,12,1001.6,0,5.3,85.2,7.1
UA,2022-12-12,308,N832UA,EWR,23:16,23:38,77,57,22,23:34,4,22,0,0,0,0,December,54,1020.6,0,1.9,59.6,5.6,62,1009.7,0,-1.7,65.4,3.2
UA,2022-12-12,604,N890UA,DEN,14:57,14:49,194,190,-8,14:43,6,0,0,0,0,0,December,80,811.6,0,5,70.7,4.7,62,1009.7,0,-1.7,65.4,3.2
UA,2022-12-12,1998,N422UA,ORD,21:04,20:58,114,114,-6,20:52,6,0,0,0,0,0,December,89,1002.5,0,3.5,55.4,2.6,62,1009.7,0,-1.7,65.4,3.2
UA,2021-12-13,2000,N894UA,ORD,20:51,20:45,111,110,-6,20:40,5,0,0,0,0,0,December,32,1000.5,0,5.1,87.7,3.1,38,1005.5,0,7.6,83.7,5.2
UA,2022-12-13,604,N835UA,DEN,14:57,16:00,194,242,63,15:55,5,15,0,48,0,0,December,98,811.5,0,-3.5,24.7,2.7,38,1012.1,0,-6.4,73.3,2.5
UA,2022-12-13,1998,N460UA,ORD,21:04,20:58,114,115,-6,20:53,5,0,0,0,0,0,December,99,998.5,0,2.2,23.3,6.8,38,1012.1,0,-6.4,73.3,2.5
UA,2021-12-14,2000,N845UA,ORD,20:51,20:57,111,119,6,20:50,7,0,0,0,0,0,December,67,1002.8,0,5.1,34.6,2.3,44,1017.9,0,4.4,82.8,2.4
UA,2022-12-14,308,N498UA,EWR,23:16,23:12,77,70,-4,23:08,4,0,0,0,0,0,December,26,1020,0,1.9,97,5.3,55,1009.5,0,-4.3,74.4,2.9
UA,2022-12-14,604,N835UA,DEN,14:57,15:00,194,195,3,14:51,9,0,0,0,0,0,December,40,816.4,0,-1.8,96.6,5,55,1009.5,0,-4.3,74.4,2.9
UA,2022-12-14,1998,N805UA,ORD,21:04,20:55,114,98,-9,20:51,4,0,0,0,0,0,December,100,985.8,0,3.7,16.7,7.1,55,1009.5,0,-4.3,74.4,2.9
UA,2021-12-15,2000,N876UA,ORD,20:51,3:08,111,88,377,3:03,5,109,0,0,0,268,December,100,989.9,0,14.2,17.3,8.8,99,1013.8,0,2.8,20.5,4.4
UA,2022-12-15,604,N433UA,DEN,14:58,14:58,193,198,0,14:51,7,0,0,0,0,0,December,44,820.8,0,-3,50.9,3.9,94,1003.9,188,-3.6,21.1,4.2
UA,2022-12-15,1998,N826UA,ORD,21:07,0:01,113,143,174,23:43,18,0,0,30,0,144,December,86,978.6,50.6,1.5,47,4.3,94,1003.9,188,-3.6,21.1,4.2
UA,2022-12-15,2488,N27261,EWR,23:14,23:34,75,79,20,23:28,6,16,0,4,0,0,December,100,1019.6,0,2.4,20,5.3,94,1003.9,188,-3.6,21.1,4.2
UA,2021-12-16,2416,N818UA,IAD,23:10,23:09,70,61,-1,23:04,5,0,0,0,0,0,December,62,1019.6,0,11.7,90.4,3.1,96,995.6,0,13.8,25.6,6.4
UA,2022-12-16,604,N820UA,DEN,14:58,15:38,193,188,40,15:34,4,0,0,0,0,40,December,8,823.6,0,-4.1,103.1,6.9,99,992.8,142,1.2,8.9,3.1
UA,2022-12-16,1998,N878UA,ORD,21:07,22:05,113,130,58,21:51,14,25,0,17,0,16,December,96,981.7,127.2,-1.5,23.7,4.6,99,992.8,142,1.2,8.9,3.1
UA,2021-12-17,2416,N419UA,IAD,23:10,23:25,70,71,15,23:20,5,14,0,1,0,0,December,98,1019.8,0,15.6,29.7,1.9,34,1003.4,0,9.8,83.8,5.6
UA,2022-12-17,604,N442UA,DEN,14:58,15:33,193,194,35,15:27,6,34,0,1,0,0,December,6,822.6,0,-3.3,103.2,2.8,57,991.6,0,1.3,69.8,4.1
UA,2022-12-17,2645,N17752,ORD,23:57,23:49,107,103,-8,23:44,5,0,0,0,0,0,December,98,985.1,42.9,-4.2,24.6,5.5,57,991.6,0,1.3,69.8,4.1
UA,2021-12-18,437,N24702,EWR,20:38,20:38,74,64,0,20:34,4,0,0,0,0,0,December,98,1017,0,7.5,19.9,3,100,1001.5,34.5,1.7,13.3,2.9
UA,2021-12-18,2416,N408UA,IAD,23:10,1:37,70,74,147,1:31,6,0,143,4,0,0,December,100,1016.2,0,11.6,27.6,1.4,100,1001.5,34.5,1.7,13.3,2.9
UA,2022-12-18,604,N836UA,DEN,15:01,15:22,193,198,21,15:17,5,1,0,5,0,15,December,84,820.3,0,-2.3,46.5,2.8,65,996.8,0,0,72.1,5.2
UA,2022-12-18,2488,N470UA,EWR,23:14,0:04,75,74,50,23:56,8,27,0,0,0,23,December,28,1012.6,0,2.9,61,4.9,65,996.8,0,0,72.1,5.2
UA,2022-12-18,2645,N23707,ORD,23:57,23:37,107,93,-20,23:32,5,0,0,0,0,0,December,52,996.3,6.2,-7.4,84.8,5.8,65,996.8,0,0,72.1,5.2
UA,2021-12-19,2416,N445UA,IAD,23:10,23:35,70,70,25,23:28,7,25,0,0,0,0,December,63,1019.2,0,9.4,39.4,3.7,98,1007.5,0,-1.5,20.3,4.3
UA,2022-12-19,604,N845UA,DEN,15:01,16:05,193,192,64,16:01,4,64,0,0,0,0,December,43,825,0,1.3,80,6,82,1007,17,-0.3,33.8,7.1
UA,2022-12-19,1998,N849UA,ORD,21:07,20:56,113,105,-11,20:44,12,0,0,0,0,0,December,81,1005.7,0.7,-6.5,25.7,2.4,82,1007,17,-0.3,33.8,7.1
UA,2022-12-19,2488,N39297,EWR,23:14,23:04,75,66,-10,22:58,6,0,0,0,0,0,December,14,1022.1,0,1.5,93.9,6,82,1007,17,-0.3,33.8,7.1
UA,2021-12-20,2416,N490UA,IAD,23:10,23:51,70,82,41,23:40,11,29,0,12,0,0,December,6,1026.9,0,1.6,106.4,2,69,1007.6,0,-2.2,76.2,3.1
UA,2022-12-20,604,N894UA,DEN,14:58,15:02,193,189,4,14:57,5,0,0,0,0,0,December,61,828.5,0,2.3,57.4,3.4,71,1015.5,0,-1.4,28.9,3
UA,2022-12-20,1998,N808UA,ORD,21:07,21:16,113,119,9,21:06,10,0,0,0,0,0,December,72,1007.2,26.2,-2.1,86.7,2.5,71,1015.5,0,-1.4,28.9,3
UA,2022-12-20,2488,N78524,EWR,23:14,23:42,75,65,28,23:38,4,20,0,0,0,8,December,6,1028.1,0,2,96.6,4.5,71,1015.5,0,-1.4,28.9,3
UA,2021-12-21,2416,N847UA,IAD,23:10,23:17,70,65,7,23:10,7,0,0,0,0,0,December,95,1017.7,0,2.2,26.5,1.2,59,999.4,0,3,42.6,4
UA,2022-12-21,604,N848UA,DEN,14:58,15:16,193,207,18,15:12,4,0,0,18,0,0,December,43,820.9,30,-1,99.4,8.8,57,1015.2,0,-2.5,82.5,2.1
UA,2022-12-21,1998,N471UA,ORD,21:07,20:40,113,90,-27,20:34,6,0,0,0,0,0,December,96,1003.5,19.8,-2.9,22.8,2.5,57,1015.2,0,-2.5,82.5,2.1
UA,2022-12-21,2488,N27266,EWR,23:14,23:29,75,63,15,23:24,5,3,0,0,0,12,December,43,1031.1,0,0.7,91.9,2.3,57,1015.2,0,-2.5,82.5,2.1
UA,2021-12-22,2416,N897UA,IAD,23:10,23:45,70,87,35,23:34,11,18,0,17,0,0,December,31,1008.7,0,5.4,93.7,3.1,62,991,0,1.6,44.3,7.4
UA,2022-12-22,604,N814UA,DEN,14:58,16:12,193,196,74,16:07,5,69,0,3,0,2,December,47,828.1,30,-22.4,93.7,3.4,99,1006.7,24,-1.6,25,4.6
UA,2022-12-22,1998,N816UA,ORD,21:07,21:37,113,104,30,21:32,5,0,30,0,0,0,December,98,988.1,154.3,-5.5,21.5,4.1,99,1006.7,24,-1.6,25,4.6
UA,2022-12-22,2488,N479UA,EWR,23:14,0:19,75,84,65,0:14,5,56,0,9,0,0,December,100,1023.6,0,2.8,18.4,4.3,99,1006.7,24,-1.6,25,4.6
UA,2021-12-23,2416,N823UA,IAD,23:10,23:19,70,65,9,23:13,6,0,0,0,0,0,December,27,1022.6,0,1.9,106.2,2.4,86,1004.6,10,-2.8,23.3,3.4
UA,2022-12-23,604,N854UA,DEN,14:58,15:12,193,201,14,15:06,6,0,0,0,0,0,December,32,830.8,0,-17.7,102.7,2,99,974,15,0.3,19,9.3
UA,2022-12-23,1998,N808UA,ORD,21:07,13:33,113,114,986,13:29,4,0,985,1,0,0,December,92,986.5,0,-19.7,25.5,8.3,99,974,15,0.3,19,9.3
UA,2022-12-23,2488,,EWR,23:14,0:00,75,0,0,0:00,0,0,0,0,0,0,December,88,992.4,12,7.9,25.7,9.7,99,974,15,0.3,19,9.3
UA,2021-12-24,467,N825UA,IAD,18:38,18:21,78,62,-17,18:17,4,0,0,0,0,0,December,87,1015.6,0,6.5,61.6,2.6,86,999.5,57.5,-2.4,65.2,4
UA,2022-12-24,604,N875UA,DEN,14:58,15:17,193,197,19,15:10,7,15,0,4,0,0,December,28,829.9,0,1.1,70.3,5.5,70,985.4,0,-12.8,57.8,9.4
UA,2022-12-24,1998,N12754,ORD,21:08,22:04,113,136,56,21:26,38,0,11,23,0,22,December,41,989,0,-14.1,90.2,7.7,70,985.4,0,-12.8,57.8,9.4
UA,2022-12-24,2488,N66897,EWR,23:26,5:46,75,71,380,5:41,5,91,0,0,0,289,December,11,1008.6,0,-11.4,96.4,9.3,70,985.4,0,-12.8,57.8,9.4
UA,2021-12-25,437,N23721,EWR,20:38,20:28,74,67,-10,20:24,4,0,0,0,0,0,December,90,1002.2,0,4.9,16.6,2.7,100,986,22,1.2,8.5,3.1
UA,2021-12-25,2416,N465UA,IAD,23:10,23:20,70,62,10,23:16,4,0,0,0,0,0,December,75,1003.2,0,12.4,88.5,2.6,100,986,22,1.2,8.5,3.1
UA,2022-12-25,604,N828UA,DEN,14:58,15:30,193,191,32,15:25,5,32,0,0,0,0,December,54,827.2,0,7.2,47.1,9.3,61,992.2,0,-7.8,75.3,8.6
UA,2022-12-25,2488,,EWR,23:14,0:00,75,0,0,0:00,0,0,0,0,0,0,December,2,1012.8,0,-6.9,96.8,7.1,61,992.2,0,-7.8,75.3,8.6
UA,2022-12-25,2645,N16701,ORD,23:57,0:07,107,101,10,0:01,6,0,0,0,0,0,December,37,993.2,0,-12.3,89.8,5.2,61,992.2,0,-7.8,75.3,8.6
UA,2021-12-26,2416,,IAD,23:10,0:00,70,0,0,0:00,0,0,0,0,0,0,December,20,1013.3,0,14.4,107,2.7,87,999.8,0.5,2.2,42.8,3.1
UA,2022-12-26,604,N495UA,DEN,15:01,15:05,193,208,4,14:59,6,0,0,0,0,0,December,72,829,0,5.1,59.7,3,74,1004.4,0,-6.1,45.6,4.9
UA,2022-12-26,1968,,IAD,23:12,0:00,72,0,0,0:00,0,0,0,0,0,0,December,49,1015.6,0.6,-2.9,61.1,1.7,74,1004.4,0,-6.1,45.6,4.9
UA,2022-12-26,1998,N875UA,ORD,21:07,21:48,113,105,41,21:42,6,41,0,0,0,0,December,87,997.2,110.5,-7.5,31.9,2.1,74,1004.4,0,-6.1,45.6,4.9
UA,2021-12-27,2416,N463UA,IAD,23:10,0:20,70,60,70,0:13,7,32,0,0,0,38,December,82,1016,0,6.1,25.8,1.8,92,1000.2,0,-1.3,27.5,3.3
UA,2022-12-27,604,N812UA,DEN,14:58,15:53,193,223,55,15:48,5,25,0,30,0,0,December,56,815,0,12.2,53,7.1,82,1007.2,0,-3.5,48,4.8
UA,2022-12-27,1998,N401UA,ORD,21:07,20:56,113,98,-11,20:50,6,0,0,0,0,0,December,64,996,0,-7.4,67.5,4.5,82,1007.2,0,-3.5,48,4.8
UA,2022-12-27,2488,N27724,EWR,23:14,0:12,75,59,58,0:06,6,48,0,0,0,10,December,24,1024.3,0,-0.6,97.5,4.3,82,1007.2,0,-3.5,48,4.8
UA,2021-12-28,2416,N812UA,IAD,23:10,22:49,70,60,-21,22:44,5,0,0,0,0,0,December,82,1011.1,0,7.6,55.1,1.9,84,994.3,15,3,54.6,4
UA,2022-12-28,604,N4888U,DEN,14:58,14:50,193,189,-8,14:45,5,0,0,0,0,0,December,88,809.9,178,7.6,53.2,6.8,97,1005.6,0,0.7,34,2.9
UA,2022-12-28,1998,N825UA,ORD,21:07,21:36,113,101,29,21:31,5,5,0,0,0,24,December,98,986.9,9.2,2.5,27.4,8.5,97,1005.6,0,0.7,34,2.9
UA,2022-12-28,2488,N47282,EWR,23:14,23:19,75,67,5,23:12,7,0,0,0,0,0,December,58,1025.2,0,3.2,82.6,3.7,97,1005.6,0,0.7,34,2.9
UA,2021-12-29,2416,N848UA,IAD,23:10,23:16,70,63,6,23:11,5,0,0,0,0,0,December,99,1010.5,0,10.6,30.8,1.4,99,996.4,15,2.1,18.7,2.1
UA,2022-12-29,604,N898UA,DEN,14:58,16:14,193,197,76,16:09,5,72,0,4,0,0,December,59,817.8,34,-1.3,97,4.8,67,1005.6,0,3.2,84.1,2.8
UA,2022-12-29,1998,N894UA,ORD,21:07,21:28,113,117,21,21:22,6,17,0,4,0,0,December,78,987.9,0,10.9,28.2,7.8,67,1005.6,0,3.2,84.1,2.8
UA,2022-12-29,2488,N415UA,EWR,23:14,22:51,75,55,-23,22:45,6,0,0,0,0,0,December,58,1024.9,0,5.1,46,3,67,1005.6,0,3.2,84.1,2.8
UA,2021-12-30,2416,N848UA,IAD,23:10,23:19,70,62,9,23:14,5,0,0,0,0,0,December,100,1013,0,10,15.7,1.3,100,997.8,0,4.4,9.7,1.3
UA,2022-12-30,604,N854UA,DEN,14:58,15:15,193,201,17,15:10,5,9,0,8,0,0,December,53,818.4,0,-0.8,93.9,3.1,90,1004.3,0,11.4,53.2,2.9
UA,2022-12-30,1998,N872UA,ORD,21:07,20:56,113,105,-11,20:51,5,0,0,0,0,0,December,100,991.9,0,6.6,17.8,4.1,90,1004.3,0,11.4,53.2,2.9
UA,2022-12-30,2488,N27251,EWR,23:14,23:07,75,50,-7,23:03,4,0,0,0,0,0,December,53,1023.6,0,8.8,96.3,2.5,90,1004.3,0,11.4,53.2,2.9
