Carrier Code,Date,Flight_Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),month,org_clouds,org_pres,org_snow,org_temp,org_solar_rad,org_wind_spd,dest_clouds,dest_pres,dest_snow,dest_temp,dest_solar_rad,dest_wind_spd
UA,2022-01-01,1282,N4901U,IAD,23:10,0:01,70,76,51,23:55,6,23,0,6,0,22,January,100,996.9,0,13.8,11,1.5,100,991.2,0,5.4,8.6,2.8
UA,2023-01-01,604,N814UA,DEN,14:58,14:52,193,177,-6,14:48,4,0,0,0,0,0,January,77,818.8,0,0.4,50,2.4,92,998.4,0,6.8,37.5,4.1
UA,2023-01-01,2488,N38458,EWR,23:14,23:15,75,62,1,23:10,5,0,0,0,0,0,January,49,1011.6,0,11.3,95.2,3.7,92,998.4,0,6.8,37.5,4.1
UA,2023-01-01,2645,N23721,ORD,23:57,23:47,107,100,-10,23:41,6,0,0,0,0,0,January,93,990.8,6.5,4.6,31.4,2.2,92,998.4,0,6.8,37.5,4.1
UA,2022-01-02,1282,N4901U,IAD,23:10,23:27,70,64,17,23:19,8,17,0,0,0,0,January,100,996.1,0,15.3,20.5,2.6,98,995.8,50.5,-0.7,17.5,4.2
UA,2023-01-02,604,N890UA,DEN,15:01,17:36,193,217,155,17:31,5,40,0,24,0,91,January,97,817.1,37,-2.6,34.2,3.1,89,1003.9,0,5.3,25.3,2.4
UA,2023-01-02,1968,N23708,IAD,23:12,23:39,72,73,27,23:35,4,0,0,1,0,26,January,73,1009.5,0,9.6,97.1,1.6,89,1003.9,0,5.3,25.3,2.4
UA,2023-01-02,1998,N802UA,ORD,21:07,20:46,113,89,-21,20:43,3,0,0,0,0,0,January,100,993.8,3.7,2.7,10.5,2.4,89,1003.9,0,5.3,25.3,2.4
UA,2022-01-03,1282,N893UA,IAD,23:10,23:31,70,68,21,23:25,6,21,0,0,0,0,January,63,1009.3,206,3.2,32,3.5,96,1009.7,0,-7.9,23.2,2.7
UA,2023-01-03,604,N813UA,DEN,14:58,14:52,193,181,-6,14:46,6,0,0,0,0,0,January,50,817.7,0,-4.5,83.5,2.6,100,997.1,0,4.2,8.7,2.3
UA,2023-01-03,1998,N854UA,ORD,21:07,21:04,113,111,-3,20:58,6,0,0,0,0,0,January,100,982,0,4.1,9.4,2.5,100,997.1,0,4.2,8.7,2.3
UA,2022-01-04,1282,N814UA,IAD,23:44,1:59,69,89,135,1:55,4,115,0,20,0,0,January,14,1019.6,0,-1.3,104.5,2,56,1008.8,0,-6.2,84.9,2.7
UA,2023-01-04,604,N407UA,DEN,14:59,14:47,193,187,-12,14:43,4,0,0,0,0,0,January,5,822.6,0,-0.2,107.3,6.2,96,993.2,0,5.8,8.8,2.4
UA,2023-01-04,1998,N893UA,ORD,21:17,21:31,113,110,14,21:26,5,0,0,0,0,0,January,76,983.7,7.2,3,30.9,3.1,96,993.2,0,5.8,8.8,2.4
UA,2022-01-05,1282,N827UA,IAD,23:44,23:30,69,61,-14,23:25,5,0,0,0,0,0,January,90,1004.6,0,1.2,27.3,2.8,88,992,0,1.6,25.7,4.6
UA,2023-01-05,604,N821UA,DEN,14:59,14:59,193,193,0,14:54,5,0,0,0,0,0,January,45,824.8,0,-2.9,55.5,2.7,76,997.9,0,6.6,48.3,2.9
UA,2023-01-05,1998,N853UA,ORD,21:17,21:17,113,112,0,21:11,6,0,0,0,0,0,January,95,988.5,38.8,0.6,19.3,3.1,76,997.9,0,6.6,48.3,2.9
UA,2022-01-06,1282,N485UA,IAD,23:44,23:45,69,66,1,23:38,7,0,0,0,0,0,January,74,1002.4,0,4.7,49.8,2.1,91,995.9,1,0.3,28.9,6.1
UA,2023-01-06,604,N855UA,DEN,14:59,14:51,193,191,-8,14:46,5,0,0,0,0,0,January,66,823.4,0,0.5,59.2,2.9,74,1000.7,0,3.1,38,3.2
UA,2023-01-06,1998,N850UA,ORD,21:17,21:23,113,119,6,21:18,5,0,0,0,0,0,January,91,997.1,0,-1.3,29.2,2.9,74,1000.7,0,3.1,38,3.2
UA,2022-01-07,1282,N423UA,IAD,23:44,0:01,69,78,17,23:52,9,8,0,9,0,0,January,60,1008.2,64,0.2,51.5,3.7,94,999.7,12.5,-3.4,45.6,5.4
UA,2023-01-07,604,N847UA,DEN,14:59,14:53,193,193,-6,14:50,3,0,0,0,0,0,January,35,830.3,0,0.5,109.2,2.3,81,1006.9,0,2.6,21.2,4.2
UA,2023-01-07,1998,N892UA,ORD,21:17,21:56,113,105,39,21:50,6,0,0,0,0,39,January,98,1004.2,0,-0.7,24,2.5,81,1006.9,0,2.6,21.2,4.2
UA,2022-01-08,1282,N893UA,IAD,23:44,23:38,69,63,-6,23:33,5,0,0,0,0,0,January,1,1025.7,0,-2.8,113.1,2.6,53,1016,0,-9.8,77.1,2.6
UA,2023-01-08,604,N813UA,DEN,15:02,15:17,193,199,15,15:11,6,9,0,6,0,0,January,68,827,0,3.4,57,4,47,1009.6,0,-2.7,72.5,2.2
UA,2023-01-08,1998,N414UA,ORD,21:17,21:05,113,105,-12,21:00,5,0,0,0,0,0,January,68,1000.6,0,-0.7,29.4,2.3,47,1009.6,0,-2.7,72.5,2.2
UA,2022-01-09,1282,N854UA,IAD,23:44,1:26,69,72,102,1:19,7,99,0,3,0,0,January,87,1014.1,0,1.8,25.4,3.5,95,1000.6,17,0.8,17.4,6.1
UA,2023-01-09,604,N809UA,DEN,14:59,14:49,193,193,-10,14:45,4,0,0,0,0,0,January,41,824,0,6.4,66.9,4.4,80,999.8,0,-1.8,56.7,4.2
UA,2023-01-09,1998,N802UA,ORD,21:17,21:01,113,104,-16,20:57,4,0,0,0,0,0,January,55,996,0,1.3,84.3,3.9,80,999.8,0,-1.8,56.7,4.2
UA,2023-01-09,2617,N895UA,EWR,23:12,0:04,74,71,52,23:59,5,52,0,0,0,0,January,39,1013.5,0,4.8,95.1,3.3,80,999.8,0,-1.8,56.7,4.2
UA,2022-01-10,1282,N810UA,IAD,23:44,0:14,69,77,30,0:08,6,0,22,8,0,0,January,30,1013.5,0,3.2,103.3,4.3,88,1004.7,30,-4,32.5,9.3
UA,2023-01-10,604,N408UA,DEN,14:59,15:37,193,190,38,15:33,4,38,0,0,0,0,January,17,818.5,0,7.3,111.7,4.3,87,1002.4,0,0.3,27.9,3.6
UA,2023-01-10,1036,N78285,ORD,21:38,21:24,113,107,-14,21:17,7,0,0,0,0,0,January,58,989,0,4,99,2.3,87,1002.4,0,0.3,27.9,3.6
UA,2023-01-10,1998,N463UA,ORD,21:17,21:05,113,108,-12,21:00,5,0,0,0,0,0,January,58,989,0,4,99,2.3,87,1002.4,0,0.3,27.9,3.6
UA,2023-01-10,2617,N846UA,EWR,23:12,22:49,74,63,-23,22:43,6,0,0,0,0,0,January,83,1016,0,3.9,40,3.5,87,1002.4,0,0.3,27.9,3.6
UA,2022-01-11,1282,N880UA,IAD,23:44,23:26,69,59,-18,23:18,8,0,0,0,0,0,January,14,1023.6,0,-2.7,115.7,3,78,1015.8,0,-13.3,32.6,3.7
UA,2023-01-11,604,N809UA,DEN,14:59,15:34,193,206,35,15:29,5,12,0,13,0,10,January,97,820.9,0,0.5,17.6,4.2,81,1005.9,0,-4.7,28.4,3.3
UA,2023-01-11,1998,N872UA,ORD,21:17,21:05,113,91,-12,21:02,3,0,0,0,0,0,January,93,986.9,0,4.8,54.2,2.1,81,1005.9,0,-4.7,28.4,3.3
UA,2023-01-11,2617,N836UA,EWR,23:12,23:08,74,63,-4,23:04,4,0,0,0,0,0,January,79,1022.3,0,4.1,33.7,2.9,81,1005.9,0,-4.7,28.4,3.3
UA,2022-01-12,1282,N871UA,IAD,23:44,23:30,69,67,-14,23:24,6,0,0,0,0,0,January,45,1013.5,0,-0.2,96.7,3.4,83,1000.7,0,-4.4,27.7,4.2
UA,2023-01-12,604,N826UA,DEN,14:59,14:45,193,185,-14,14:42,3,0,0,0,0,0,January,23,833.3,0,1.8,113.5,3.6,91,997.2,0,2.3,19.3,4
UA,2023-01-12,1998,N873UA,ORD,21:17,21:10,113,107,-7,21:06,4,0,0,0,0,0,January,97,991,2.7,2.4,20.1,5.6,91,997.2,0,2.3,19.3,4
UA,2023-01-12,2617,N836UA,EWR,23:12,1:38,74,85,146,1:33,5,0,0,88,0,58,January,89,1016.3,0,6.6,20.1,2.7,91,997.2,0,2.3,19.3,4
UA,2022-01-13,1282,N845UA,IAD,23:44,23:41,69,60,-3,23:37,4,0,0,0,0,0,January,96,1004.5,0,4.1,33.5,1.1,92,998.3,0,2.2,47,1.9
UA,2023-01-13,604,N823UA,DEN,14:59,15:09,193,207,10,15:04,5,0,0,0,0,0,January,76,830.1,0,4,44.6,2.2,99,991.1,16,1.5,16.9,5
UA,2023-01-13,1998,N455UA,ORD,21:17,21:19,113,118,2,21:12,7,0,0,0,0,0,January,99,999.5,15,-0.7,26,5.8,99,991.1,16,1.5,16.9,5
UA,2023-01-13,2617,N810UA,EWR,23:12,23:33,74,54,21,23:28,5,3,0,0,0,18,January,97,1001.3,0,12.2,43.6,6.1,99,991.1,16,1.5,16.9,5
UA,2022-01-14,1282,N469UA,IAD,23:44,23:37,69,72,-7,23:24,13,0,0,0,0,0,January,37,1001.6,0,5.9,117.8,3.1,70,1003.7,0,-1.9,47.4,5.4
UA,2023-01-14,604,N809UA,DEN,14:59,15:05,193,197,6,15:00,5,0,0,0,0,0,January,75,819.3,0,9.5,74,3.9,98,1002.9,0,-5.5,22.1,5
UA,2023-01-14,1998,N851UA,ORD,21:17,22:25,113,103,68,22:21,4,0,0,0,0,68,January,68,1001.1,0,-2.6,101.2,3.1,98,1002.9,0,-5.5,22.1,5
UA,2023-01-14,2617,N496UA,EWR,23:12,23:10,74,60,-2,23:04,6,0,0,0,0,0,January,95,1008.9,0,2.8,30.6,8.1,98,1002.9,0,-5.5,22.1,5
UA,2022-01-15,1282,N818UA,IAD,23:44,23:36,69,64,-8,23:31,5,0,0,0,0,0,January,49,1015.4,0,-1.5,33.7,2.7,38,1015.5,0,-17.4,68,3.2
UA,2023-01-15,604,N811UA,DEN,15:02,15:23,193,204,21,15:19,4,10,0,11,0,0,January,94,811,0,4.3,34.3,3.3,59,1009.6,0,-6.8,53.8,3.9
UA,2023-01-15,1998,N877UA,ORD,21:17,22:57,113,140,100,22:52,5,0,0,27,0,73,January,82,995.2,0,0.8,58.7,4.5,59,1009.6,0,-6.8,53.8,3.9
UA,2023-01-15,2617,N810UA,EWR,23:12,23:33,74,73,21,23:26,7,21,0,0,0,0,January,39,1014.7,0,2.4,109.2,8.8,59,1009.6,0,-6.8,53.8,3.9
UA,2022-01-16,1282,,IAD,23:44,0:00,69,0,0,0:00,0,0,0,0,0,0,January,71,1010.2,296,-5.8,29.8,2.5,35,1007.2,75,-13.8,96.5,3.7
UA,2023-01-16,604,N897UA,DEN,14:59,14:49,193,189,-10,14:44,5,0,0,0,0,0,January,50,812.8,0,3.4,70.8,3.6,13,1003.1,0,-4.2,96.4,3.4
UA,2023-01-16,1998,N462UA,ORD,21:17,21:34,113,137,17,21:30,4,0,0,17,0,0,January,95,982.5,0,5.6,20.4,4.4,13,1003.1,0,-4.2,96.4,3.4
UA,2023-01-16,2617,N405UA,EWR,23:12,23:06,74,70,-6,23:01,5,0,0,0,0,0,January,2,1011.4,0,2.8,111.1,5,13,1003.1,0,-4.2,96.4,3.4
UA,2022-01-17,1282,N420UA,IAD,23:44,23:55,69,75,11,23:50,5,0,0,0,0,0,January,82,982.8,1,2.8,57.7,5.9,100,975.9,238.5,-2.7,14.4,7.2
UA,2023-01-17,604,N897UA,DEN,14:59,14:44,193,181,-15,14:39,5,0,0,0,0,0,January,62,814.5,60,-1.1,83.7,3.5,88,989.8,0,-3.4,21,2.4
UA,2023-01-17,1998,N820UA,ORD,21:17,21:22,113,112,5,21:18,4,0,0,0,0,0,January,99,981.2,0,5,23.9,5.3,88,989.8,0,-3.4,21,2.4
UA,2023-01-17,2617,N880UA,EWR,23:12,23:03,74,66,-9,22:58,5,0,0,0,0,0,January,73,1005.3,0,4.8,30.6,2.9,88,989.8,0,-3.4,21,2.4
UA,2022-01-18,1282,N833UA,IAD,23:44,23:36,69,66,-8,23:30,6,0,0,0,0,0,January,43,1006.5,0,2.7,58.8,3.8,72,997.3,0,-4.3,42.3,6
UA,2023-01-18,604,N843UA,DEN,14:59,15:47,193,227,48,15:42,5,0,0,34,0,14,January,84,816.3,160,-3.1,15.7,4.2,99,994.6,0,3.2,11.1,4.9
UA,2023-01-18,1998,N810UA,ORD,21:17,21:09,113,108,-8,21:05,4,0,0,0,0,0,January,99,990.9,0,2.5,21.4,3.7,99,994.6,0,3.2,11.1,4.9
UA,2023-01-18,2617,N873UA,EWR,23:12,23:24,74,67,12,23:19,5,0,0,0,0,0,January,50,1008,0,8.7,96.5,5.4,99,994.6,0,3.2,11.1,4.9
UA,2022-01-19,1282,N877UA,IAD,23:44,23:35,69,68,-9,23:30,5,0,0,0,0,0,January,63,1008.9,0,3.7,114.5,3.7,90,995.9,7,-1.6,50.1,5.7
UA,2023-01-19,604,N893UA,DEN,14:59,14:54,193,184,-5,14:50,4,0,0,0,0,0,January,46,821.9,0,-1.6,82.5,5.5,95,995.3,114,0.8,10.1,3.1
UA,2023-01-19,1998,N844UA,ORD,21:17,21:15,113,108,-2,21:09,6,0,0,0,0,0,January,100,978.2,3.7,3,20,3.5,95,995.3,114,0.8,10.1,3.1
UA,2023-01-19,2617,N826UA,EWR,23:12,0:11,74,65,59,0:05,6,21,0,0,0,38,January,97,1011.3,0,6.2,14.7,2.8,95,995.3,114,0.8,10.1,3.1
UA,2022-01-20,1282,N825UA,IAD,23:44,23:25,69,65,-19,23:20,5,0,0,0,0,0,January,89,1011.7,0,5.6,32.2,2.8,96,1010.8,0,-4.2,30.7,5.4
UA,2023-01-20,604,N874UA,DEN,14:59,14:59,193,193,0,14:54,5,0,0,0,0,0,January,91,827.9,0,-3.9,56.6,2.4,99,990.1,32,1.4,10.6,4.4
UA,2023-01-20,1998,N884UA,ORD,21:17,21:08,113,106,-9,21:02,6,0,0,0,0,0,January,95,994,20,0.5,28.4,4.5,99,990.1,32,1.4,10.6,4.4
UA,2023-01-20,2617,N891UA,EWR,23:12,22:58,74,64,-14,22:50,8,0,0,0,0,0,January,61,1004.7,0,7.1,77.4,5.7,99,990.1,32,1.4,10.6,4.4
UA,2022-01-21,1282,N416UA,IAD,23:44,23:28,69,63,-16,23:23,5,0,0,0,0,0,January,78,1022.8,0,-3.9,48.5,2.8,40,1020.8,0,-12.7,102.2,1.9
UA,2023-01-21,604,N4888U,DEN,14:59,15:07,193,190,8,15:04,3,0,0,0,0,0,January,80,826.2,0,-3.5,46.8,3.2,85,1005.7,0,-0.5,36.5,2.7
UA,2023-01-21,1998,N846UA,ORD,21:17,21:09,113,107,-8,21:04,5,0,0,0,0,0,January,95,997.8,49.7,-1.1,27.9,2.7,85,1005.7,0,-0.5,36.5,2.7
UA,2023-01-21,2617,N889UA,EWR,23:12,23:33,74,57,21,23:27,6,21,0,0,0,0,January,71,1018.7,0,5.2,57.2,4.7,85,1005.7,0,-0.5,36.5,2.7
UA,2022-01-22,1282,N803UA,IAD,23:44,0:05,69,64,21,23:59,6,21,0,0,0,0,January,21,1017.9,0,-4.2,128.3,1.8,49,1010,0,-14.7,67.8,3
UA,2023-01-22,604,N872UA,DEN,15:02,16:03,193,189,61,15:58,5,11,0,0,0,50,January,47,820.9,0,-0.6,124.1,2.9,87,1000.6,81,1.1,28.2,3
UA,2023-01-22,1998,N835UA,ORD,21:17,21:01,113,99,-16,20:56,5,0,0,0,0,0,January,96,989.4,89.1,-0.6,21.9,2.6,87,1000.6,81,1.1,28.2,3
UA,2023-01-22,2617,N834UA,EWR,23:12,23:14,74,60,2,23:10,4,0,0,0,0,0,January,89,1017.8,0,4.1,36.8,3.1,87,1000.6,81,1.1,28.2,3
UA,2022-01-23,1282,N489UA,IAD,23:44,0:04,69,95,20,23:31,33,0,0,20,0,0,January,49,1004,0,-0.7,91.8,1.9,93,995.1,0,-3.6,27.5,4.4
UA,2023-01-23,604,N825UA,DEN,14:59,15:12,193,201,13,15:06,6,0,0,0,0,0,January,78,825.6,20,-2.5,93.8,2.8,94,993.4,150,-0.1,19.5,4
UA,2023-01-23,1998,N873UA,ORD,21:17,21:14,113,101,-3,21:09,5,0,0,0,0,0,January,83,994.5,0,-2.5,54.3,4.6,94,993.4,150,-0.1,19.5,4
UA,2023-01-23,2617,N808UA,EWR,23:12,23:36,74,59,24,23:31,5,7,0,0,0,17,January,86,1003.4,0,4.1,20.7,6.7,94,993.4,150,-0.1,19.5,4
UA,2022-01-24,1282,N449UA,IAD,23:44,23:28,69,66,-16,23:23,5,0,0,0,0,0,January,45,1001.5,0,2.4,100.3,2.5,87,995.9,75,-8.1,41.8,3
UA,2023-01-24,604,N821UA,DEN,14:59,14:57,193,187,-2,14:52,5,0,0,0,0,0,January,70,824.7,0,-2.9,75.3,2.5,85,1002.9,0,0.8,55.8,6.7
UA,2023-01-24,1998,N851UA,ORD,21:17,21:04,113,104,-13,21:00,4,0,0,0,0,0,January,88,997.8,44.1,-0.3,22.6,3.1,85,1002.9,0,0.8,55.8,6.7
UA,2023-01-24,2617,N819UA,EWR,23:12,23:08,74,58,-4,23:03,5,0,0,0,0,0,January,45,1019.2,0,4.5,116.4,5.9,85,1002.9,0,0.8,55.8,6.7
UA,2022-01-25,1282,N490UA,IAD,23:44,23:33,69,68,-11,23:24,9,0,0,0,0,0,January,58,1004.9,0,3.9,80.8,2.4,65,999.7,0,-4.9,85,4.3
UA,2023-01-25,604,N821UA,DEN,14:59,15:24,193,221,25,15:20,4,0,0,25,0,0,January,89,827.8,25,-3.6,73.1,2.6,99,1000.7,104,-0.3,23,4
UA,2023-01-25,1998,N802UA,ORD,21:17,21:29,113,126,12,21:25,4,0,0,0,0,0,January,100,985.7,190.2,0.2,15.7,3.5,99,1000.7,104,-0.3,23,4
UA,2023-01-25,2617,N66831,EWR,23:12,23:43,74,106,31,23:37,6,0,0,31,0,0,January,100,1018.2,0,4.1,28.6,3.8,99,1000.7,104,-0.3,23,4
UA,2022-01-26,1282,N827UA,IAD,23:44,23:33,69,70,-11,23:28,5,0,0,0,0,0,January,4,1018.8,0,-1.2,133.8,2.6,43,1012.8,0,-10.9,97.4,2.2
UA,2023-01-26,604,N418UA,DEN,14:59,15:51,193,200,52,15:46,5,45,0,7,0,0,January,39,826.7,0,-0.8,121.7,8.8,95,987.1,0,0.5,28.3,6.3
UA,2023-01-26,1998,N811UA,ORD,21:17,21:33,113,114,16,21:26,7,15,0,1,0,0,January,96,989.8,49.4,-3.5,26.2,4.8,95,987.1,0,0.5,28.3,6.3
UA,2023-01-26,2617,N38417,EWR,23:12,23:04,74,63,-8,22:57,7,0,0,0,0,0,January,62,1002.2,0,9.4,68.1,8.4,95,987.1,0,0.5,28.3,6.3
UA,2022-01-27,1282,N414UA,IAD,23:44,23:28,69,67,-16,23:22,6,0,0,0,0,0,January,23,1019.4,0,-2.6,135.6,2.1,84,1008.4,0,-12.7,39.3,3.7
UA,2023-01-27,604,N827UA,DEN,14:59,15:12,193,206,13,15:06,6,0,0,0,0,0,January,49,818.6,0,3.5,85.3,8,89,1000.4,0,-0.8,61.4,4
UA,2023-01-27,1998,N842UA,ORD,21:17,21:16,113,106,-1,21:10,6,0,0,0,0,0,January,68,987.8,50.7,-4.1,32.4,5.3,89,1000.4,0,-0.8,61.4,4
UA,2023-01-27,2617,N454UA,EWR,23:12,23:06,74,63,-6,23:01,5,0,0,0,0,0,January,17,1017.6,0,4.2,112.2,3.9,89,1000.4,0,-0.8,61.4,4
UA,2022-01-28,1282,N421UA,IAD,23:44,23:50,69,75,6,23:46,4,0,0,0,0,0,January,99,1008.6,11,1.3,33.7,1.6,100,1005.8,0,-4.3,30.2,4.4
UA,2023-01-28,604,N833UA,DEN,14:59,14:49,193,181,-10,14:45,4,0,0,0,0,0,January,48,819.6,0,-3.5,101.7,3.9,81,1004.7,0,2.4,51.4,5.4
UA,2023-01-28,1998,N473UA,ORD,21:17,21:07,113,98,-10,21:01,6,0,0,0,0,0,January,99,996.3,116.3,-3.5,30.3,3.9,81,1004.7,0,2.4,51.4,5.4
UA,2023-01-28,2617,N824UA,EWR,23:12,23:13,74,58,1,23:08,5,0,0,0,0,0,January,39,1022.8,0,5.3,89.3,4.3,81,1004.7,0,2.4,51.4,5.4
UA,2022-01-29,1282,N469UA,IAD,23:44,23:36,69,75,-8,23:30,6,0,0,0,0,0,January,57,1002.4,0,-2.2,76,5.3,76,1002.2,0,-14.6,31.2,4.5
UA,2023-01-29,604,,DEN,15:02,0:00,193,0,0,0:00,0,0,0,0,0,0,January,93,824.6,0,-15.7,58.3,2.8,95,1003.9,0,1.8,28.6,3.1
UA,2023-01-29,1998,N893UA,ORD,21:17,21:15,113,109,-2,21:11,4,0,0,0,0,0,January,100,998.3,106.9,-3.2,30.5,3.9,95,1003.9,0,1.8,28.6,3.1
UA,2023-01-29,2617,N38473,EWR,23:12,23:17,74,55,5,23:12,5,0,0,0,0,0,January,85,1021.9,0,8.3,31.3,3.7,95,1003.9,0,1.8,28.6,3.1
UA,2022-01-30,1282,N828UA,IAD,23:44,23:37,69,69,-7,23:30,7,0,0,0,0,0,January,41,1008.8,0,-4.4,102.2,2.4,43,1000.8,0,-14.6,74.3,1.8
UA,2023-01-30,604,N882UA,DEN,14:59,14:35,193,172,-24,14:30,5,0,0,0,0,0,January,77,825.6,60,-16.8,104.9,1.9,95,1006.9,77,-1.4,29.9,2.3
UA,2023-01-30,1998,N836UA,ORD,21:17,21:21,113,103,4,21:16,5,0,0,0,0,0,January,61,1004.1,80,-10.1,87.8,3.4,95,1006.9,77,-1.4,29.9,2.3
UA,2023-01-30,2617,N66831,EWR,23:12,23:15,74,74,3,23:11,4,0,0,0,0,0,January,75,1019.3,0,8.4,103.3,2.6,95,1006.9,77,-1.4,29.9,2.3
UA,2022-01-31,1282,N472UA,IAD,23:44,23:34,69,67,-10,23:30,4,0,0,0,0,0,January,60,1015.3,0,-0.9,55.4,1.7,16,1010,0,-7.9,118.6,2.2
UA,2023-01-31,604,N851UA,DEN,14:59,14:47,193,175,-12,14:40,7,0,0,0,0,0,January,13,824.9,0,-9.5,139,2.7,89,1009.3,0,-3.8,39.7,3.6
UA,2023-01-31,1998,N808UA,ORD,21:17,20:52,113,97,-25,20:48,4,0,0,0,0,0,January,20,1004.9,0,-12.3,115.6,3.1,89,1009.3,0,-3.8,39.7,3.6
UA,2023-01-31,2617,N68807,EWR,23:12,22:59,74,66,-13,22:55,4,0,0,0,0,0,January,92,1020.8,0.3,5.6,62.5,4.7,89,1009.3,0,-3.8,39.7,3.6
UA,2022-02-01,1282,N834UA,IAD,23:44,23:27,69,67,-17,23:22,5,0,0,0,0,0,February,20,1022.1,0,0.1,140.8,1.3,46,1013.3,0,-5.3,79.4,4.8
UA,2022-02-02,1282,N876UA,IAD,23:44,23:25,69,63,-19,23:20,5,0,0,0,0,0,February,68,1019.6,0,2.3,103,1.6,94,1008.6,0,2.6,58,4.7
UA,2022-02-03,1282,,IAD,23:44,0:00,69,0,0,0:00,0,0,0,0,0,0,February,100,1011.9,0,6.9,14.7,2.3,100,1007.8,369,2.1,12.4,4.2
UA,2022-02-04,1282,N417UA,IAD,23:44,23:43,69,71,-1,23:31,12,0,0,0,0,0,February,100,1004,0,10.1,28,3.7,98,1004.6,385,-7.3,28.7,3.8
UA,2022-02-05,1874,N831UA,IAD,23:44,23:31,69,64,-13,23:25,6,0,0,0,0,0,February,46,1018.1,0,0.7,124.7,4.5,69,1012.4,0,-9.8,44.8,3.5
UA,2022-02-06,1874,N828UA,IAD,23:44,23:34,69,60,-10,23:29,5,0,0,0,0,0,February,14,1024.4,0,-1.5,152.7,1.6,22,1015.2,0,-10.9,129.3,3.9
UA,2022-02-07,1874,N876UA,IAD,23:44,23:30,69,64,-14,23:25,5,0,0,0,0,0,February,89,1014.2,0,2.5,81.4,1.2,70,1006.7,0,-2.2,46,3
UA,2022-02-08,1874,N824UA,IAD,23:44,23:36,69,67,-8,23:29,7,0,0,0,0,0,February,9,1007.4,0,4.5,151.5,2.4,55,1000.1,0,-1.5,96.2,4.3
UA,2022-02-09,1874,N436UA,IAD,23:44,23:57,69,63,13,23:53,4,0,0,0,0,0,February,2,1006.3,0,4.4,158.3,2.6,61,996.3,0,-1.1,67.1,3.9
UA,2022-02-10,1874,N445UA,IAD,23:44,23:29,69,66,-15,23:25,4,0,0,0,0,0,February,26,1002.5,0,8.8,137.3,2.8,74,993.2,0,5.3,100.9,5.5
UA,2022-02-11,1094,N489UA,ORD,20:59,21:28,109,109,29,21:22,6,29,0,0,0,0,February,90,980.8,48.5,2.4,59.1,6.1,82,993.3,0,4,39.9,6
UA,2022-02-11,1200,N853UA,DEN,15:09,14:52,199,185,-17,14:47,5,0,0,0,0,0,February,67,828,70,0.2,74.7,3.2,82,993.3,0,4,39.9,6
UA,2022-02-11,1874,N66828,IAD,23:29,23:16,69,67,-13,23:10,6,0,0,0,0,0,February,3,1004.2,0,8.7,162.1,3.3,82,993.3,0,4,39.9,6
UA,2022-02-12,1094,N838UA,ORD,20:59,21:47,109,98,48,21:41,6,39,0,0,0,9,February,88,1000.9,0,-7.6,38.4,3.9,86,999.4,0,4.9,79.1,6.4
UA,2022-02-12,1200,N818UA,DEN,15:09,15:25,199,196,16,15:20,5,16,0,0,0,0,February,25,832.8,0,-3.7,152.6,2.3,86,999.4,0,4.9,79.1,6.4
UA,2022-02-12,1874,N62889,IAD,23:29,23:21,69,66,-8,23:16,5,0,0,0,0,0,February,65,1005.4,0,12.5,89,2.9,86,999.4,0,4.9,79.1,6.4
UA,2022-02-13,1094,N880UA,ORD,20:59,20:52,109,104,-7,20:46,6,0,0,0,0,0,February,87,1001.4,0,-9.4,54.2,3,83,1007.8,0,-7.2,60.2,2.9
UA,2022-02-13,1200,N483UA,DEN,15:09,14:59,199,188,-10,14:53,6,0,0,0,0,0,February,0,830.3,0,4.6,163.5,6.3,83,1007.8,0,-7.2,60.2,2.9
UA,2022-02-13,1874,N68811,IAD,23:29,23:21,69,64,-8,23:15,6,0,0,0,0,0,February,74,1010.2,6,3.9,43.8,2.2,83,1007.8,0,-7.2,60.2,2.9
UA,2022-02-14,1094,N823UA,ORD,20:59,20:47,109,99,-12,20:42,5,0,0,0,0,0,February,61,1002,0,-7.2,116,3.1,85,1008.5,0,-11.9,56,4
UA,2022-02-14,1200,N403UA,DEN,15:09,15:14,199,195,5,15:08,6,0,0,0,0,0,February,33,825.4,0,5.5,157.7,2.5,85,1008.5,0,-11.9,56,4
UA,2022-02-14,1874,N66848,IAD,23:29,23:19,69,67,-10,23:13,6,0,0,0,0,0,February,44,1014.3,0,-1.5,60.8,3.6,85,1008.5,0,-11.9,56,4
UA,2022-02-15,1094,N825UA,ORD,20:59,20:52,109,105,-7,20:48,4,0,0,0,0,0,February,84,1002.5,0,-1.1,72.7,4.2,54,1018.6,0,-8.2,92.2,3.7
UA,2022-02-15,1200,N873UA,DEN,15:09,14:55,199,188,-14,14:50,5,0,0,0,0,0,February,56,816,0,6.5,148.9,2.6,54,1018.6,0,-8.2,92.2,3.7
UA,2022-02-15,1874,N66893,IAD,23:29,23:04,69,61,-25,22:59,5,0,0,0,0,0,February,14,1027,0,-1.3,165,2.1,54,1018.6,0,-8.2,92.2,3.7
